PassengerID|SegmentID|LegNumber|InventoryLegID|DepartureDetail|ArrivalDetail|JourneyNumber|BookingStatus|SeatPreference|SeatTogetherPreference|CompartmentDesignator|UnitDesignator|UnitAssignmentWeight|BoardingSequence|LiftStatus|PriorityCode|PriorityDate|CreatedAgentID|CreatedDate|ModifiedAgentID|ModifiedDate|extract_dt|source|proc_status
173639463|300106419|1|2991170|||1|HK||0|Y|24B|0|156|2||2019-01-27 14:24:18.213|2299761|2019-01-27 14:24:18.190|4828265|2019-02-12 15:56:52.420|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173639463|300106420|1|2991519|||1|HK||0|Y|4E|0|33|2||2019-01-27 14:24:18.213|2299761|2019-01-27 14:24:18.190|4582686|2019-02-12 18:29:33.407|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173644968|300115177|1|2994016|||1|HK||1|||0|0|0||2019-01-27 15:45:02.707|5808721|2019-01-27 15:45:02.677|5070130|2019-01-30 13:30:26.697|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173644968|300115178|1|2996090|||2|HK||1|||0|0|0||2019-01-27 15:45:02.707|5808721|2019-01-27 15:45:02.677|5070130|2019-01-30 13:30:26.697|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173644969|300115179|1|2994016|||1|HK||1|||0|0|0||2019-01-27 15:45:02.707|5808721|2019-01-27 15:45:02.677|5070130|2019-01-30 13:30:26.697|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173611300|300124866|1|2982838|||1|HK|N|0|Y|28A|0|202|2||2019-01-27 17:10:52.387|72435|2019-01-27 17:10:52.363|5344426|2019-01-27 19:02:45.533|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173609968|300060805|1|2984719|||1|HK|N|0|Y|9D|0|42|2||2019-01-26 21:15:34.017|2299765|2019-01-26 21:15:33.980|5385460|2019-01-30 18:34:47.760|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173607625|300057264|1|2996320|||1|HK|N|0|Y|4A|0|10|2||2019-01-26 20:27:09.377|21|2019-01-26 20:27:09.320|4565660|2019-02-22 21:05:59.420|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173607434|300056960|1|2985856|||2|HK|N|0|Y|2A|0|53|2||2019-01-26 20:22:54.597|2299759|2019-01-26 20:22:54.563|4595375|2019-02-01 18:33:24.947|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173607434|300056959|1|2984758|||1|HK|N|0|Y|1A|0|46|2||2019-01-26 20:22:54.597|2299759|2019-01-26 20:22:54.563|5664869|2019-01-30 22:32:23.957|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173604844|300248176|1|2984393|||1|HK|N|0|Y|19B|0|53|2||2019-01-28 14:32:04.850|5582951|2019-01-28 14:32:04.620|73533|2019-01-30 10:45:37.780|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173604844|300052833|1|2986420|||2|HK|N|0|Y|10A|0|35|2||2019-01-26 19:33:52.977|2299759|2019-01-26 19:33:52.940|3738231|2019-02-03 09:58:32.533|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173604843|300248174|1|2984393|||1|HK|N|0|Y|19A|0|52|2||2019-01-28 14:32:04.850|5582951|2019-01-28 14:32:04.620|73533|2019-01-30 10:45:36.513|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173604843|300052831|1|2986420|||2|HK|N|0|Y|10B|0|34|2||2019-01-26 19:33:52.977|2299759|2019-01-26 19:33:52.940|3738231|2019-02-03 09:58:25.720|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173604587|300503222|1|2984651|||1|HK|R|0|Y|32A|0|151|2||2019-01-30 05:41:43.307|71758|2019-01-30 05:41:43.320|3740700|2019-01-30 14:31:11.097|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173602262|300048942|1|2982856|||1|HK|R|0|Y|16F|0|90|2||2019-01-26 18:50:44.790|2299765|2019-01-26 18:50:44.757|5422090|2019-01-27 05:26:05.763|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173602261|300048941|1|2982856|||1|HK|R|0|Y|17A|0|89|2||2019-01-26 18:50:44.790|2299765|2019-01-26 18:50:44.757|5422090|2019-01-27 05:25:59.950|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173599746|300044994|1|2992542|||1|HK||1|Y|29B|0|205|2||2019-01-26 18:09:12.153|2299759|2019-01-26 18:09:12.123|5417997|2019-02-14 05:20:38.147|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173599746|300044993|1|2991687|||1|HK||1|||0|99|2||2019-01-26 18:09:12.153|2299759|2019-01-26 18:09:12.123|13|2019-02-13 20:59:16.040|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173598021|300042308|1|2983289|||1|HK|R|0|Y|17B|0|73|2||2019-01-26 17:42:02.043|21|2019-01-26 17:42:02.020|5335846|2019-01-27 09:51:56.167|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173597649|300041743|1|2986020|||1|HK||1|Y|20D|0|172|2||2019-01-26 17:36:13.273|4760281|2019-01-26 17:36:13.230|4582673|2019-02-02 05:33:46.557|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173597648|300041742|1|2986020|||1|HK||1|Y|20C|0|171|2||2019-01-26 17:36:13.273|4760281|2019-01-26 17:36:13.230|4582673|2019-02-02 05:33:33.057|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173597647|300041741|1|2986020|||1|HK||1|Y|20B|0|170|2||2019-01-26 17:36:13.273|4760281|2019-01-26 17:36:13.230|4582673|2019-02-02 05:33:24.167|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173597646|300041740|1|2986020|||1|HK||1|Y|20A|0|169|2||2019-01-26 17:36:13.273|4760281|2019-01-26 17:36:13.230|4582673|2019-02-02 05:33:26.993|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596771|300040411|1|2994316|||2|HK|N|0|Y|12A|0|19|2||2019-01-26 17:22:17.427|21|2019-01-26 17:22:17.383|3664494|2019-02-18 13:45:40.373|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596771|300040410|1|2993286|||1|HK|N|0|Y|34E|0|22|2||2019-01-26 17:22:17.427|21|2019-01-26 17:22:17.383|5651815|2019-02-16 10:51:06.680|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596696|300040292|1|2987624|||1|HK|N|0|Y|14C|0|35|2||2019-01-26 17:20:31.430|21|2019-01-26 17:20:31.397|4595358|2019-02-05 13:59:17.307|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596696|300040291|1|2987526|||1|HK|N|0|Y|14C|0|19|2||2019-01-26 17:20:31.430|21|2019-01-26 17:20:31.397|13|2019-02-05 05:50:08.927|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596220|300039551|1|2994316|||2|HK|N|0|Y|4C|0|20|2||2019-01-26 17:12:46.910|21|2019-01-26 17:12:46.880|3664494|2019-02-18 13:45:21.390|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173596220|300039550|1|2993286|||1|HK|N|0|Y|34F|0|23|2||2019-01-26 17:12:46.910|21|2019-01-26 17:12:46.880|5651815|2019-02-16 10:51:55.917|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173595823|300038904|1|2996236|||1|HK|N|0|Y|9A|0|49|2||2019-01-26 17:06:18.647|21|2019-01-26 17:06:18.593|3594938|2019-02-21 16:30:49.360|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173595822|300038903|1|2996236|||1|HK|N|0|Y|9C|0|48|2||2019-01-26 17:06:18.647|21|2019-01-26 17:06:18.593|3594938|2019-02-21 16:30:52.023|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173595541|300158892|1|2983650|||1|HK||1|||0|0|3||2019-01-27 21:24:50.627|2299759|2019-01-27 21:24:50.537|3657734|2019-01-28 17:42:02.470|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173592517|300033751|1|2982956|||1|HK|N|0|Y|7F|0|143|2||2019-01-26 16:08:06.553|2299759|2019-01-26 16:08:06.510|4601080|2019-01-27 15:38:25.553|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173591336|300031900|1|2983092|||1|HK|N|0|Y|4E|0|139|2||2019-01-26 15:48:14.837|2253803|2019-01-26 15:48:14.790|5343752|2019-01-27 13:38:18.783|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173591335|300031899|1|2983092|||1|HK|N|0|Y|12E|0|138|2||2019-01-26 15:48:14.837|2253803|2019-01-26 15:48:14.790|5343752|2019-01-27 13:02:18.167|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588115|300026982|1|2994136|||2|HK||0|||0|0|3||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|3594896|2019-02-17 17:43:52.693|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588115|300026981|1|2992559|||1|HK|R|0|Y|28F|0|21|2||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|5243355|2019-02-14 07:40:54.307|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588114|300026980|1|2994136|||2|HK||0|||0|0|3||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|3594896|2019-02-17 17:43:52.693|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588114|300026979|1|2992559|||1|HK|R|0|Y|28E|0|20|2||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|5243355|2019-02-14 07:41:09.773|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588113|300026978|1|2994136|||2|HK||0|||0|0|3||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|3594896|2019-02-17 17:43:52.693|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588113|300026977|1|2992559|||1|HK|R|0|Y|27F|0|19|2||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|5243355|2019-02-14 07:41:45.117|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588112|300026976|1|2994136|||2|HK||0|||0|0|3||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|3594896|2019-02-17 17:43:52.693|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173588112|300026975|1|2992559|||1|HK|R|0|Y|27E|0|18|2||2019-01-26 14:51:31.773|5400383|2019-01-26 14:51:31.743|5243355|2019-02-14 07:41:30.477|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173587905|300026675|1|2982789|||1|HL||1|||0|0|0|R2|2019-01-26 14:47:58.280|2137848|2019-01-26 14:47:58.220|2137848|2019-01-26 14:47:58.220|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173585927|300023633|1|2985268|||2|HK|R|0|Y|21F|0|116|2||2019-01-26 14:09:31.227|21|2019-01-26 14:09:31.207|3740744|2019-01-31 20:34:44.867|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173585927|300023632|1|2984285|||1|HK|N|0|Y|7F|0|91|2||2019-01-26 14:09:31.227|21|2019-01-26 14:09:31.207|4035842|2019-01-29 17:52:45.080|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581973|300017372|1|2988451|||2|HK|N|0|Y|4B|0|29|2||2019-01-26 12:52:09.013|2299761|2019-01-26 12:52:08.927|3626720|2019-02-06 20:08:48.537|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581973|300017371|1|2983281|||1|HK|N|0|Y|4D|0|144|2||2019-01-26 12:52:09.013|2299761|2019-01-26 12:52:08.927|5346762|2019-01-27 15:06:49.120|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581237|300018312|1|2993531|||1|HK|R|0|Y|17A|0|0|3||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|5408463|2019-02-16 23:01:16.123|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581236|300018311|1|2993531|||1|HK|R|0|Y|17B|0|38|2||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|13|2019-02-16 21:30:37.573|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581235|300018310|1|2993531|||1|HK|R|0|Y|17C|0|37|2||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|13|2019-02-16 21:30:37.247|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581234|300018309|1|2993531|||1|HK|R|0|Y|17D|0|21|2||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|13|2019-02-16 21:30:30.370|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581233|300018308|1|2993531|||1|HK|R|0|Y|17E|0|36|2||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|13|2019-02-16 21:30:36.780|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173581232|300018307|1|2993531|||1|HK|R|0|Y|17F|0|35|2||2019-01-26 13:03:30.247|19|2019-01-26 13:03:30.200|13|2019-02-16 21:30:36.543|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578707|300012210|1|2990358|||2|HK|R|0|Y|31A|0|42|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|5344431|2019-02-10 17:41:17.490|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578707|300012209|1|2988805|||1|HK|N|0|Y|5D|0|49|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|3634117|2019-02-07 15:09:03.387|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578706|300012208|1|2990358|||2|HK|R|0|Y|31B|0|41|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|5344431|2019-02-10 17:41:14.647|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578706|300012207|1|2988805|||1|HK|N|0|Y|5E|0|48|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|3634117|2019-02-07 15:08:31.010|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578705|300012206|1|2990358|||2|HK|R|0|Y|31C|0|40|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|5344431|2019-02-10 17:41:41.930|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173578705|300012205|1|2988805|||1|HK|N|0|Y|5F|0|47|2||2019-01-26 11:55:06.093|2299759|2019-01-26 11:55:06.033|3634117|2019-02-07 15:08:25.793|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173573179|300002926|1|2982855|||1|HK|N|0|Y|1B|0|153|2||2019-01-26 10:21:54.747|2299759|2019-01-26 10:21:54.727|3540310|2019-01-27 08:06:05.737|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173571160|299999736|1|2983139|||1|HK|N|0|Y|9A|0|0|3||2019-01-26 09:47:22.840|19|2019-01-26 09:47:22.750|3661841|2019-01-27 04:48:33.087|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173569801|299997558|1|2989902|||2|HK||1|||0|0|3||2019-01-26 09:21:17.507|19|2019-01-26 09:21:17.473|3851956|2019-02-09 16:29:05.990|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173569801|299997557|1|2986269|||1|HK||1|||0|20|2||2019-01-26 09:21:17.507|19|2019-01-26 09:21:17.473|13|2019-02-02 18:50:51.860|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173568314|299995046|1|2982551|||1|HK|N|0|Y|4B|0|142|2||2019-01-26 08:41:57.547|2299761|2019-01-26 08:41:57.540|5417995|2019-01-26 10:31:55.983|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173568313|299995045|1|2982551|||1|HK|N|0|Y|10B|0|0|3||2019-01-26 08:41:57.547|2299761|2019-01-26 08:41:57.540|5417995|2019-01-26 10:34:12.237|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173568312|299995044|1|2982551|||1|HK|N|0|Y|4A|0|140|2||2019-01-26 08:41:57.547|2299761|2019-01-26 08:41:57.540|5417995|2019-01-26 10:31:47.830|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173563848|299988633|1|2982472|||1|HK|N|0|Y|18B|0|122|2||2019-01-26 01:05:24.917|5402125|2019-01-26 01:05:24.820|4815994|2019-01-26 18:45:17.577|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173563619|299988316|1|2986930|||1|HK|N|0|Y|9F|0|33|2||2019-01-26 00:47:21.327|2299759|2019-01-26 00:47:21.250|4301958|2019-02-03 09:57:31.767|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173562457|299986703|1|2994119|||1|HK|N|0|Y|2C|0|49|2||2019-01-25 23:42:52.493|5791265|2019-01-25 23:42:53.297|3865464|2019-02-17 14:06:48.963|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561646|299985504|1|2992361|||2|HK|R|0|Y|26D|0|9|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3626797|2019-02-14 19:15:13.027|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561646|299985503|1|2990273|||1|HK|N|1|Y|6C|0|5|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3578630|2019-02-10 07:03:39.977|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561645|299985502|1|2992361|||2|HK|R|0|Y|26E|0|8|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3626797|2019-02-14 19:15:15.963|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561645|299985501|1|2990273|||1|HK|N|1|Y|6B|0|4|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3578630|2019-02-10 07:03:43.493|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561644|299985500|1|2992361|||2|HK|R|0|Y|26F|0|7|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3626797|2019-02-14 19:15:09.777|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173561644|299985499|1|2990273|||1|HK|N|1|Y|6A|0|3|2||2019-01-25 23:14:32.813|21|2019-01-25 23:14:32.770|3578630|2019-02-10 07:03:41.977|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173559885|299982999|1|2994585|||1|HK|N|0|Y|2D|0|17|2||2019-01-25 22:30:00.127|2299759|2019-01-25 22:30:00.070|5605399|2019-02-18 08:59:59.140|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173559884|299982998|1|2994585|||1|HK|N|0|Y|2E|0|16|2||2019-01-25 22:30:00.127|2299759|2019-01-25 22:30:00.070|5605399|2019-02-18 08:59:51.090|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173554636|299975002|1|2990270|||2|HK|R|0|Y|25F|0|10|2||2019-01-25 20:45:55.827|2299759|2019-01-25 20:45:55.800|4751000|2019-02-10 19:49:38.847|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173554636|299975001|1|2989274|||1|HK|N|0|Y|6A|0|3|2||2019-01-25 20:45:55.827|2299759|2019-01-25 20:45:55.800|3578638|2019-02-08 06:48:25.103|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173553591|299973405|1|2984788|||1|HK|N|0|Y|14F|0|60|2||2019-01-25 20:28:37.843|21|2019-01-25 20:28:37.797|3660281|2019-01-30 20:41:55.120|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173552775|299972171|1|2983226|||1|HL||1|||0|0|0|R2|2019-01-25 20:13:46.660|2137848|2019-01-25 20:13:46.630|2137848|2019-01-25 20:13:46.630|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173552429|299971645|1|2984180|||2|HK|R|0|Y|23E|0|71|2||2019-01-25 20:08:04.443|21|2019-01-25 20:08:04.397|4797105|2019-01-29 08:27:26.440|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173552429|299971644|1|2983074|||1|HK|R|0|Y|23E|0|109|2||2019-01-25 20:08:04.443|21|2019-01-25 20:08:04.397|3561534|2019-01-27 08:11:33.763|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548866|300419500|1|2983999|||2|HK|N|0|Y|3A|0|171|2||2019-01-29 15:02:06.123|74479|2019-01-29 15:02:05.317|3540294|2019-01-29 17:15:14.850|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548866|299966045|1|2983443|||1|HK|N|0|Y|1C|0|84|2||2019-01-25 19:10:00.380|54601|2019-01-25 19:10:00.357|5440064|2019-01-28 14:48:57.953|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548443|299965363|1|2984182|||2|HK|N|0|Y|6F|0|90|2||2019-01-25 19:04:22.223|2299759|2019-01-25 19:04:22.180|5440052|2019-01-29 13:06:29.373|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548443|299965362|1|2984179|||1|HK|R|0|Y|17C|0|108|2||2019-01-25 19:04:22.223|2299759|2019-01-25 19:04:22.180|5071992|2019-01-29 08:24:24.453|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548111|299964837|1|2983643|||2|HK|R|0|Y|21D|0|97|2||2019-01-25 18:59:52.390|2299759|2019-01-25 18:59:52.350|5344432|2019-01-28 05:46:16.197|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173548111|299964836|1|2982582|||1|HK|N|0|Y|14B|0|115|2||2019-01-25 18:59:52.390|2299759|2019-01-25 18:59:52.350|4455607|2019-01-26 16:27:05.280|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173546242|299961885|1|2988256|||2|HK|N|0|Y|7F|0|43|2||2019-01-25 18:33:42.120|2299759|2019-01-25 18:33:42.087|5117584|2019-02-06 19:26:25.960|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173546242|299961884|1|2985116|||1|HK|N|0|Y|12A|0|170|2||2019-01-25 18:33:42.120|2299759|2019-01-25 18:33:42.087|3657745|2019-01-31 16:24:36.850|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173545488|299960624|1|2989854|||2|HK|N|1|Y|24B|0|89|2||2019-01-25 18:24:51.420|21|2019-01-25 18:24:51.393|3594442|2019-02-09 05:54:14.857|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173545488|299960623|1|2985703|||1|HK||1|Y|12B|0|173|2||2019-01-25 18:24:51.420|21|2019-01-25 18:24:51.393|5397780|2019-02-01 19:47:45.827|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173545487|299960622|1|2989854|||2|HK|N|1|Y|24A|0|88|2||2019-01-25 18:24:51.420|21|2019-01-25 18:24:51.393|3594442|2019-02-09 05:54:34.873|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173545487|299960621|1|2985703|||1|HK||1|Y|12A|0|172|2||2019-01-25 18:24:51.420|21|2019-01-25 18:24:51.393|5397780|2019-02-01 19:48:48.783|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173544404|299958833|1|2982474|||1|HK|N|0|Y|4A|0|140|2||2019-01-25 18:11:22.293|2299759|2019-01-25 18:11:22.137|4490617|2019-01-26 10:51:13.580|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173544403|299958832|1|2982474|||1|HK|N|0|Y|4B|0|139|2||2019-01-25 18:11:22.293|2299759|2019-01-25 18:11:22.137|4490617|2019-01-26 10:51:23.330|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542630|299955908|1|2986671|||2|HK|N|0|Y|3D|0|18|2||2019-01-25 17:49:48.250|2524168|2019-01-25 17:49:48.213|5451837|2019-02-03 11:01:54.753|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542630|299955907|1|2984148|||1|HK|N|0|Y|7A|0|37|2||2019-01-25 17:49:48.250|2524168|2019-01-25 17:49:48.213|3657685|2019-01-29 14:36:03.760|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542522|299955728|1|2990763|||2|HK|R|0|Y|25A|0|9|2||2019-01-25 17:48:11.753|7111|2019-01-25 17:48:11.730|3666322|2019-02-11 19:32:55.017|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542522|299955727|1|2988634|||1|HK|N|0|Y|9E|0|8|2||2019-01-25 17:48:11.753|7111|2019-01-25 17:48:11.730|3540294|2019-02-07 05:32:54.790|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542521|299955726|1|2990763|||2|HK|R|0|Y|25B|0|8|2||2019-01-25 17:48:11.753|7111|2019-01-25 17:48:11.730|3666322|2019-02-11 19:32:52.160|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542521|299955725|1|2988634|||1|HK|N|0|Y|9F|0|7|2||2019-01-25 17:48:11.753|7111|2019-01-25 17:48:11.730|3540294|2019-02-07 05:32:48.710|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542518|299955720|1|2982401|||1|HK|N|0|Y|7C|0|94|2||2019-01-25 17:48:04.113|21|2019-01-25 17:48:04.090|5338281|2019-01-26 18:45:02.590|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173542517|299955719|1|2982401|||1|HK|N|0|Y|7B|0|93|2||2019-01-25 17:48:04.113|21|2019-01-25 17:48:04.090|5338281|2019-01-26 18:45:07.357|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173541409|299953894|1|2983802|||2|HK|N|0|Y|2C|0|79|2||2019-01-25 17:35:36.610|21|2019-01-25 17:35:36.587|5087045|2019-01-28 15:09:38.680|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173541409|299953893|1|2983223|||1|HK|N|0|Y|6D|0|77|2||2019-01-25 17:35:36.610|21|2019-01-25 17:35:36.587|3578612|2019-01-27 17:55:49.617|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173541104|299953339|1|2989657|||2|HK|N|0|Y|7A|0|0|3||2019-01-25 17:31:53.903|44643|2019-01-25 17:31:53.823|2398840|2019-02-10 07:02:47.087|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173541104|299953338|1|2988573|||1|HK||0|||0|0|3||2019-01-25 17:31:53.903|44643|2019-01-25 17:31:53.823|3594312|2019-02-07 09:21:27.367|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173536594|299945942|1|2983796|||2|HK|N|0|Y|14F|0|123|2||2019-01-25 16:38:11.407|2299759|2019-01-25 16:38:11.053|5530326|2019-01-28 16:53:27.447|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173536594|299945941|1|2982685|||1|HK|N|0|Y|14E|0|160|2||2019-01-25 16:38:11.407|2299759|2019-01-25 16:38:11.053|3710058|2019-01-26 05:41:58.800|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173536592|299945940|1|2983796|||2|HK|N|0|Y|14E|0|122|2||2019-01-25 16:38:11.407|2299759|2019-01-25 16:38:11.053|5530326|2019-01-28 16:53:18.587|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173536592|299945937|1|2982685|||1|HK|N|0|Y|14F|0|159|2||2019-01-25 16:38:11.407|2299759|2019-01-25 16:38:11.053|3710058|2019-01-26 05:41:52.033|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173532724|299939663|1|2995890|||1|HK|N|0|Y|10B|0|167|2||2019-01-25 15:56:46.633|19|2019-01-25 15:56:46.620|3594329|2019-02-21 19:24:58.647|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173532722|299939660|1|2995890|||1|HK|N|0|Y|10A|0|166|2||2019-01-25 15:56:46.633|19|2019-01-25 15:56:46.620|3594329|2019-02-21 19:24:50.127|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
173532366|299939125|1|2996072|||1|HK|N|0|Y|4E|0|127|2||2019-01-25 15:53:20.920|2299765|2019-01-25 15:53:20.877|3594443|2019-02-21 17:47:28.970|2024-11-14 11:17:26|PassengerJourneyLeg|extracted
