BookingID|BookingParentID|Status|RecordLocator|BookingPromoCode|CurrencyCode|HoldDateTime|ExpiredDate|PriceStatus|PaidStatus|SystemCode|ChannelType|CreatedAgentCode|CreatedOrganizationCode|CreatedDomainCode|CreatedLocationCode|SourceAgentCode|SourceOrganizationCode|SourceDomainCode|SourceLocationCode|ReferralCode|GroupName|ReceivedBy|ReceivedByReference|ProfileStatus|CreatedSystemType|BookingDate|BookingType|OwningCarrierCode|CreatedAgentID|CreatedDate|ModifiedAgentID|ModifiedDate|extract_dt|source|proc_status|TimeToModify|business_key|hash
104210569|0|2|WDVGWJ||EUR|9999-12-31 00:00:00.000|2019-01-21 18:20:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 12:07:59||VY|2299761|2019-01-03 12:07:59|2299761|2019-01-03 12:08:02|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104210569_0_2_WDVGWJ|e84bb8c6633f50165818488eddea6c23
104210722|0|2|H8J9MV||EUR|9999-12-31 00:00:00.000|2019-01-04 18:15:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:10:34||VY|2299759|2019-01-03 12:10:34|2299759|2019-01-03 12:10:36|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104210722_0_2_H8J9MV|15f62a5b78b25a3635de29af6d4e3ffa
104210747|0|2|D97UNS||EUR|9999-12-31 00:00:00.000|2019-01-04 18:15:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:11:16||VY|2299759|2019-01-03 12:11:16|2299759|2019-01-03 12:11:20|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104210747_0_2_D97UNS|53898d93682d4c942ad69f7d70a10c57
104210779|0|2|RKZ9RE||EUR|9999-12-31 00:00:00.000|2019-01-04 18:15:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:11:50||VY|2299759|2019-01-03 12:11:50|2299759|2019-01-03 12:11:52|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104210779_0_2_RKZ9RE|40a498387cd21eb23a14033a506c9307
104210912|0|2|WI24MK||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:14:34||VY|2299759|2019-01-03 12:14:34|2299759|2019-01-03 12:14:37|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104210912_0_2_WI24MK|06f7bacc1b1cd455237a69d55237b338
104211088|0|3|AYYDSP||EUR|9999-12-31 00:00:00.000|2020-05-11 06:45:00|3|1||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 12:18:06||VY|21|2019-01-03 12:18:06|6592989|2020-05-28 12:27:00|2024-11-14 11:18:50|Booking|transformed|511 days 00:08:54|104211088_0_3_AYYDSP|0bf2f3e63aab4388dffc037780d5e188
104211133|0|2|WI1S6X||EUR|9999-12-31 00:00:00.000|2019-02-01 13:05:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 12:19:04||VY|21|2019-01-03 12:19:04|3666359|2019-01-31 11:08:33|2024-11-14 11:18:50|Booking|transformed|27 days 22:49:29|104211133_0_2_WI1S6X|a51a79bba0501b93ca7cb2f3626cb987
104211378|0|2|JI9UMH||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:24:27||VY|2299759|2019-01-03 12:24:27|2299759|2019-01-03 12:24:31|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104211378_0_2_JI9UMH|94f0a4234723b1926737559656e78376
104211421|0|2|U6RBXB||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:25:18||VY|2299759|2019-01-03 12:25:18|2299759|2019-01-03 12:25:22|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104211421_0_2_U6RBXB|b93b20caf714af4933af1c11761e0609
104211588|0|2|OEHW6D||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:28:58||VY|2299759|2019-01-03 12:28:58|2299759|2019-01-03 12:29:02|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104211588_0_2_OEHW6D|ae70dc65394883aba708dee3542ae9cb
104211718|0|2|RHPH5X||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:31:48||VY|2299759|2019-01-03 12:31:48|2299759|2019-01-03 12:31:52|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104211718_0_2_RHPH5X|824534f65045331a9df73cafe920b574
104211783|0|2|J98RNF||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:33:18||VY|2299759|2019-01-03 12:33:18|2299759|2019-01-03 12:33:23|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:05|104211783_0_2_J98RNF|3bca76c0091640470f13b02219250448
104211803|0|2|XGZFUD||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:33:43||VY|2299759|2019-01-03 12:33:43|2299759|2019-01-03 12:33:48|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:05|104211803_0_2_XGZFUD|9cba636c5143433d254277f24b1b0075
104211930|0|2|LJB3ME||EUR|9999-12-31 00:00:00.000|2019-05-19 16:35:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|BLQIG215R|38296440|IATAB|BLQ|||IATA1A||0|9|2019-01-03 12:36:04|S|VY|19|2019-01-03 12:36:04|4807243|2019-02-15 10:53:52|2024-11-14 11:18:50|Booking|transformed|42 days 22:17:48|104211930_0_2_LJB3ME|fe6ff0cb19ecf4e0f96c5194cd8a7540
104211963|0|2|C98TPS||EUR|9999-12-31 00:00:00.000|2019-01-05 13:10:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-03 12:36:35||VY|2137848|2019-01-03 12:36:35|2137848|2019-01-11 16:47:15|2024-11-14 11:18:50|Booking|transformed|8 days 04:10:40|104211963_0_2_C98TPS|863dcda883c4614a6bde3bcd9260861c
104212361|0|2|T99GFV||EUR|9999-12-31 00:00:00.000|2019-01-08 17:30:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 12:45:34||VY|2299761|2019-01-03 12:45:34|2299761|2019-01-03 12:45:39|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:05|104212361_0_2_T99GFV|01493cfaaf681958ae15bcbf34cacd94
104212630|0|2|GHSZGH||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 12:50:31||VY|2299759|2019-01-03 12:50:31|2299759|2019-01-03 12:50:34|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104212630_0_2_GHSZGH|5892a6f5d9793cd8afbe8220d4c91242
104212770|0|2|A72CHY||EUR|9999-12-31 00:00:00.000|2019-02-06 14:25:00|3|2||4|AppAndroid|VY|EXT|MOBT|AppAndroid|VY|EXT|MOBT|||#M#APMO#AND#VY||0|7|2019-01-03 12:53:19||VY|2299765|2019-01-03 12:53:19|2299765|2019-01-03 12:53:23|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104212770_0_2_A72CHY|ac7ea71526c71b5cdaa9eb55db3b7ac9
104212959|0|2|FIR77R||EUR|9999-12-31 00:00:00.000|2019-01-19 16:40:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|BIOI12814|7827413|IATAA|BIO|||IATA1A||0|9|2019-01-03 12:57:25|S|VY|19|2019-01-03 12:57:25|3721659|2019-01-18 14:14:56|2024-11-14 11:18:50|Booking|transformed|15 days 01:17:31|104212959_0_2_FIR77R|888f3e045691db4309fa6a4c129fb24e
104213067|0|2|GEPDRD||EUR|9999-12-31 00:00:00.000|2019-01-12 15:20:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 12:59:47||VY|21|2019-01-03 12:59:47|5482675|2019-01-11 13:08:42|2024-11-14 11:18:50|Booking|transformed|8 days 00:08:55|104213067_0_2_GEPDRD|a46e2563d47f6c9f2386b16cf968771e
104213082|0|4|OKZNXE||EUR|2019-01-03 13:02:11.623|2019-01-05 08:30:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 13:00:10||VY|2299759|2019-01-03 13:00:10|2299759|2019-01-03 13:00:12|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104213082_0_4_OKZNXE|5545ebe1271aaaf6da55b9eaab727c5c
104213267|0|2|DD939T||EUR|9999-12-31 00:00:00.000|2019-05-17 08:30:00|3|2|IB|3|GDSMaster|SYSTEM|SYS|GDS|GDSMaster|SYSTEM|SYS|GDS|||IATAIB||0|9|2019-01-03 13:04:23|C|VY|19|2019-01-03 13:04:23|5408452|2019-03-15 12:08:48|2024-11-14 11:18:50|Booking|transformed|70 days 23:04:25|104213267_0_2_DD939T|06e4fda0683038fec2d71753a04c734d
104213814|0|3|NEUJHD||EUR|9999-12-31 00:00:00.000|2019-02-13 08:45:00|3|2||2|cottele@hotmail.|VY|WWW|WWW|cottele@hotmail.|VY|WWW|WWW|||#W#WWWM#WWW#VY||0|6|2019-01-03 13:16:37||VY|5691804|2019-01-03 13:16:37|4544169|2019-02-26 08:29:33|2024-11-14 11:18:50|Booking|transformed|53 days 19:12:56|104213814_0_3_NEUJHD|f493c84cc0ef4df0318608c77f303562
104213960|0|2|GI167U||EUR|9999-12-31 00:00:00.000|2019-01-07 13:50:00|3|1||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 13:20:25||VY|21|2019-01-03 13:20:25|4789185|2019-01-11 19:31:20|2024-11-14 11:18:50|Booking|transformed|8 days 06:10:55|104213960_0_2_GI167U|7b99b70333359c94d0725cc345654b45
104214530|0|2|NKE4GB||EUR|9999-12-31 00:00:00.000|2019-01-22 01:55:00|3|0||2|LevelMember|VY|WWW|LWEB|Level|VY|WWW|LWEB|||INET||0|6|2019-01-03 13:33:43||VY|5432628|2019-01-03 13:33:43|5432618|2019-01-14 20:20:24|2024-11-14 11:18:50|Booking|transformed|11 days 06:46:41|104214530_0_2_NKE4GB|d6c9158364c9af38864d18ec5c8f8d91
104214588|0|4|MC92HZ||EUR|2019-01-03 13:37:13.373|2019-07-30 11:10:00|3|0||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:35:12||VY|2299761|2019-01-03 13:35:12|2299761|2019-01-03 13:35:13|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:01|104214588_0_4_MC92HZ|db9b9a79af6961edb5fb27b8d0d74483
104214643|0|2|KK2WRR||EUR|9999-12-31 00:00:00.000|2019-01-18 17:00:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|SVQWL2782|78231075|IATAB|SVQ|||IATA1A||0|9|2019-01-03 13:36:40|S|VY|19|2019-01-03 13:36:40|19|2019-01-14 08:51:04|2024-11-14 11:18:50|Booking|transformed|10 days 19:14:24|104214643_0_2_KK2WRR|ca79f60844e2ec4bf6964cd5808526c5
104214862|0|2|OGS32K||EUR|9999-12-31 00:00:00.000|2019-01-05 12:15:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:41:41||VY|2299761|2019-01-03 13:41:41|2299761|2019-01-03 13:41:45|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104214862_0_2_OGS32K|707260f327e6214d73ebdfc1cff8efe8
104215201|0|2|VGJ3NA||EUR|9999-12-31 00:00:00.000|2019-01-07 18:45:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 13:49:43||VY|21|2019-01-03 13:49:43|2623414|2019-01-06 16:18:59|2024-11-14 11:18:50|Booking|transformed|3 days 02:29:16|104215201_0_2_VGJ3NA|d7387f036cc89f8639ba57e80ae69a51
104215335|0|2|ABIMKZ||EUR|9999-12-31 00:00:00.000|2019-08-02 19:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:52:28||VY|2299761|2019-01-03 13:52:28|2299761|2019-01-03 13:52:31|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104215335_0_2_ABIMKZ|70038fc54e5482c1ba23a5c6cca35c8e
104215353|0|2|U946SI||EUR|9999-12-31 00:00:00.000|2019-08-02 19:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:52:53||VY|2299761|2019-01-03 13:52:53|2299761|2019-01-03 13:52:57|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104215353_0_2_U946SI|ab9f89bc36c7e62f8b9552c20eeaebb6
104215380|0|2|WHN78K||EUR|9999-12-31 00:00:00.000|2019-08-02 19:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:53:29||VY|2299761|2019-01-03 13:53:29|2299761|2019-01-03 13:53:32|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104215380_0_2_WHN78K|02912614f61b0fd9b6ac457fadea96d4
104215404|0|2|XDUJVJ||EUR|9999-12-31 00:00:00.000|2019-08-02 19:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:53:57||VY|2299761|2019-01-03 13:53:57|2299761|2019-01-03 13:54:00|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104215404_0_2_XDUJVJ|8febba4b633cbd23fc428d4ab546b784
104215412|0|2|SKYB8B||EUR|9999-12-31 00:00:00.000|2019-05-17 04:50:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:54:14||VY|2299761|2019-01-03 13:54:14|2299761|2019-01-03 13:54:17|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104215412_0_2_SKYB8B|6c71405b6d2bc018b2ed1adee7bfeb45
104215422|0|2|WBUB7M||EUR|9999-12-31 00:00:00.000|2019-05-17 04:50:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:54:27||VY|2299761|2019-01-03 13:54:27|2299761|2019-01-03 13:54:29|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104215422_0_2_WBUB7M|5a163f3dcba2ec48b3a56b22f0854ede
104215433|0|2|O9HGHF||EUR|9999-12-31 00:00:00.000|2019-08-02 19:55:00|3|2||4|AppIOS|VY|EXT|MOBT|AppIOS|VY|EXT|MOBT|||#M#APMO#IOS#VY||0|7|2019-01-03 13:54:36||VY|2299761|2019-01-03 13:54:36|2299761|2019-01-03 13:54:40|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104215433_0_2_O9HGHF|76c1f631fe2884ea83316605449edb01
104215654|0|2|HEHR6Q||EUR|9999-12-31 00:00:00.000|2019-02-14 07:40:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 13:59:28||VY|2299759|2019-01-03 13:59:28|3578768|2019-02-13 05:46:56|2024-11-14 11:18:50|Booking|transformed|40 days 15:47:28|104215654_0_2_HEHR6Q|3402857524208ebdd105db200f2f177a
104215698|0|2|DCZ4SZ||EUR|9999-12-31 00:00:00.000|2019-02-04 17:00:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 14:00:20||VY|21|2019-01-03 14:00:20|3873593|2019-02-03 19:42:55|2024-11-14 11:18:50|Booking|transformed|31 days 05:42:35|104215698_0_2_DCZ4SZ|ae0aefb5880768c194dd77c32cd55da0
104216487|0|2|KY2W7P||EUR|9999-12-31 00:00:00.000|2019-03-23 19:25:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 14:18:42||VY|21|2019-01-03 14:18:42|3810828|2019-03-22 17:41:16|2024-11-14 11:18:50|Booking|transformed|78 days 03:22:34|104216487_0_2_KY2W7P|5134fa1753ff516067f2e3d9e59ec912
104216690|0|2|Z9886V||EUR|9999-12-31 00:00:00.000|2019-01-09 17:20:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|RNSSR2100|20208963|IATAB|RNS|||IATA1A||0|9|2019-01-03 14:23:10|S|VY|19|2019-01-03 14:23:10|5398813|2019-01-08 15:27:14|2024-11-14 11:18:50|Booking|transformed|5 days 01:04:04|104216690_0_2_Z9886V|91eb1d44c65c139e8a25118974a349a5
104216769|0|4|ZE923G||EUR|2019-01-03 14:27:10.897|2019-01-08 22:10:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 14:25:08||VY|2299759|2019-01-03 14:25:08|2299759|2019-01-03 14:25:11|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104216769_0_4_ZE923G|ce6ddb125b5bf5c392932baa5d4cdf82
104216923|0|4|XE2T5G||EUR|2019-01-03 14:30:46.103|2019-01-08 22:10:00|3|0||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 14:28:44||VY|2299759|2019-01-03 14:28:44|2299759|2019-01-03 14:28:47|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:03|104216923_0_4_XE2T5G|3a9d37ef5ceeb0d1879bab96f2d0128d
104217053|0|2|AHZ6FX||EUR|9999-12-31 00:00:00.000|2019-01-19 07:50:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|BIOEK2211|78277931|IATAB|BIO|||IATA1A||0|9|2019-01-03 14:31:30|S|VY|19|2019-01-03 14:31:30|19|2019-01-16 16:00:47|2024-11-14 11:18:50|Booking|transformed|13 days 01:29:17|104217053_0_2_AHZ6FX|81dd961bb3c7f4589eb470e337e12bfc
104217153|0|2|ZG8EXD||EUR|9999-12-31 00:00:00.000|2019-01-08 08:30:00|3|0||4|AppAndroid|VY|EXT|MOBT|AppAndroid|VY|EXT|MOBT|||#M#APMO#AND#VY||0|7|2019-01-03 14:33:25||VY|2299765|2019-01-03 14:33:25|2299765|2019-01-06 20:45:50|2024-11-14 11:18:50|Booking|transformed|3 days 06:12:25|104217153_0_2_ZG8EXD|f1075cffc80bb468d451652f9aafd175
104217216|100462292|2|TBZZQC||EUR|9999-12-31 00:00:00.000|2019-03-13 14:55:00|3|1||4|GR-SI91980976|SI91980976|EXT|AGD|GR-SI91980976|SI91980976|EXT|AGD|||#G#APIG#AGD#VY||0|0|2018-10-02 16:48:04||VY|5033409|2019-01-03 14:34:45|5033409|2019-01-03 14:34:47|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:02|104217216_100462292_2_TBZZQC|a1b7a7cc9432bfa6e0eda3640f926db6
104217290|0|2|PDGMXJ||EUR|9999-12-31 00:00:00.000|2019-01-25 13:50:00|3|2||4|AppAndroid|VY|EXT|MOBT|AppAndroid|VY|EXT|MOBT|||#M#APMO#AND#VY||0|7|2019-01-03 14:36:18||VY|2299765|2019-01-03 14:36:18|2299765|2019-01-03 14:36:22|2024-11-14 11:18:50|Booking|transformed|0 days 00:00:04|104217290_0_2_PDGMXJ|35a59eec9621687c4bf7bf8d5f15f799
104217359|0|2|LI1TPX||EUR|9999-12-31 00:00:00.000|2019-01-28 18:00:00|3|2|1A|3|GDSMaster|SYSTEM|SYS|GDS|BCNBC2471|78232464|IATAB|BCN|||IATA1A||0|9|2019-01-03 14:37:46|S|VY|19|2019-01-03 14:37:46|19|2019-01-04 13:48:49|2024-11-14 11:18:50|Booking|transformed|0 days 23:11:03|104217359_0_2_LI1TPX|2818e11dd39ca59c0b69994a91f180ae
104217759|0|2|QCJH5J||EUR|9999-12-31 00:00:00.000|2019-01-15 06:30:00|3|2||2|78212525|78212525|EXT|BSP|78212525|78212525|EXT|BSP|||#A#TAAD#BSP#VY||0|6|2019-01-03 14:46:20||VY|66038|2019-01-03 14:46:20|5398685|2019-01-14 05:03:31|2024-11-14 11:18:50|Booking|transformed|10 days 14:17:11|104217759_0_2_QCJH5J|57a31e1e4bc79457696144bd11d07183
104217798|0|2|V843NL||EUR|9999-12-31 00:00:00.000|2019-01-20 09:30:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 14:47:11||VY|2299759|2019-01-03 14:47:11|5699223|2019-01-19 08:21:45|2024-11-14 11:18:50|Booking|transformed|15 days 17:34:34|104217798_0_2_V843NL|6cb94796325e8c2da6ef47e05c52994b
104217827|102077234|3|BCC2RJ||EUR|9999-12-31 00:00:00.000|2019-12-31 20:00:00|3|1||2|SIAS038|VY|DEF|CCSIS|xpons.orriols@gm|VY|WWW|WWW|||#W#WWWM#WWW#VY||0|0|2018-11-07 11:51:20||VY|4544539|2019-01-03 14:47:54|4580200|2020-01-28 09:57:46|2024-11-14 11:18:50|Booking|transformed|389 days 19:09:52|104217827_102077234_3_BCC2RJ|725fcec812403f6e702df8a309bfd4c2
104218625|0|2|CF1RVQ||EUR|9999-12-31 00:00:00.000|2019-01-13 08:30:00|3|2||4|PortalWeb|VY|EXT|MOBT|PortalWeb|VY|EXT|MOBT|||#M#APMO#WEB#VY||0|7|2019-01-03 15:05:10||VY|2299759|2019-01-03 15:05:10|3740790|2019-01-12 06:47:19|2024-11-14 11:18:50|Booking|transformed|8 days 15:42:09|104218625_0_2_CF1RVQ|6e2793eaaab90aef682eceb2b85d9f5f
104218983|0|2|VYC85C||EUR|9999-12-31 00:00:00.000|2019-01-12 16:40:00|3|2||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 15:12:54||VY|21|2019-01-03 15:12:54|5747799|2019-01-07 07:27:23|2024-11-14 11:18:50|Booking|transformed|3 days 16:14:29|104218983_0_2_VYC85C|0b509aee717f7324311d2fb927bd2033
104219319|0|3|PDV59T||EUR|9999-12-31 00:00:00.000|2019-06-13 07:30:00|3|1||2|WebAnonymous|SYSTEM|SYS|WWW|WebAnonymous|SYSTEM|SYS|WWW|||#W#WWWA#WWW#VY||0|6|2019-01-03 15:20:30||VY|21|2019-01-03 15:20:30|5395636|2019-06-29 11:56:54|2024-11-14 11:18:50|Booking|transformed|176 days 20:36:24|104219319_0_3_PDV59T|b3fdc53a689ef72a6da301044117d7a4
104219501|0|2|FIT16R||EUR|9999-12-31 00:00:00.000|2019-07-24 17:35:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||#A||0|7|2019-01-03 15:23:59||VY|5408521|2019-01-03 15:23:59|6110782|2019-07-23 16:11:52|2024-11-14 11:18:50|Booking|transformed|201 days 00:47:53|104219501_0_2_FIT16R|215bca80e7f3331881621a6bc34f6e6c
104219620|0|3|CJ6BHR||EUR|9999-12-31 00:00:00.000|2019-08-02 17:35:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||A||0|7|2019-01-03 15:26:43||VY|5408521|2019-01-03 15:26:43|5419453|2019-08-12 14:02:03|2024-11-14 11:18:50|Booking|transformed|220 days 22:35:20|104219620_0_3_CJ6BHR|cc0a0fd9502fe6241efa06846bab93fa
104219664|0|2|T9JKUV||EUR|9999-12-31 00:00:00.000|2019-07-31 19:55:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||.||0|7|2019-01-03 15:27:35||VY|5408521|2019-01-03 15:27:35|5266950|2019-07-30 18:30:03|2024-11-14 11:18:50|Booking|transformed|208 days 03:02:28|104219664_0_2_T9JKUV|645b6719437c4e7e14861e4a8b82ffc5
104219760|0|2|HG1JGN||EUR|9999-12-31 00:00:00.000|2019-08-09 19:55:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||a||0|7|2019-01-03 15:29:22||VY|5408521|2019-01-03 15:29:22|5408455|2019-08-08 19:40:14|2024-11-14 11:18:50|Booking|transformed|217 days 04:10:52|104219760_0_2_HG1JGN|5f56d70a8fdfb7bea48fe06ea3c69ab3
104219872|0|2|WHYQJN||EUR|9999-12-31 00:00:00.000|2019-08-07 17:35:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||a||0|7|2019-01-03 15:32:00||VY|5408521|2019-01-03 15:32:00|5927245|2019-08-06 16:13:49|2024-11-14 11:18:50|Booking|transformed|215 days 00:41:49|104219872_0_2_WHYQJN|ee283afcb453097831d1619ed6b700b6
104220010|0|2|N89I3V||EUR|9999-12-31 00:00:00.000|2019-08-16 17:35:00|3|2||4|ttooapi|VY|WW2|AGET|ttooapi|VY|WW2|AGET|||x||0|7|2019-01-03 15:34:40||VY|5408521|2019-01-03 15:34:40|5408455|2019-08-15 19:28:50|2024-11-14 11:18:50|Booking|transformed|224 days 03:54:10|104220010_0_2_N89I3V|e2872bc26b16a261f55595dc750338ab
104220020|0|2|ADKW8D||EUR|9999-12-31 00:00:00.000|2019-01-05 17:15:00|3|0||4|ApiIntra|VY|WW2|HDQ|ApiIntra|VY|WW2|HDQ|||#X#APIN#AGD||0|7|2019-01-03 15:34:48||VY|2137848|2019-01-03 15:34:48|2137848|2019-01-06 11:20:31|2024-11-14 11:18:50|Booking|transformed|2 days 19:45:43|104220020_0_2_ADKW8D|a224d45057b9ceb08672f5ca84621701
