"BookingID","BookingParentID","Status","RecordLocator","BookingPromoCode","CurrencyCode","HoldDateTime","ExpiredDate","PriceStatus","PaidStatus","SystemCode","ChannelType","CreatedAgentCode","CreatedOrganizationCode","CreatedDomainCode","CreatedLocationCode","SourceAgentCode","SourceOrganizationCode","SourceDomainCode","SourceLocationCode","ReferralCode","GroupName","ReceivedBy","ReceivedByReference","ProfileStatus","PaxResidentCountry","CreatedSystemType","BookingDate","BookingType","OwningCarrierCode","CreatedAgentID","CreatedDate","ModifiedAgentID","ModifiedDate"
106038145,0,3,EK7GSB,"",EUR,9999-12-31 00:00:00.000,2019-02-19 07:55:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,IT,6,2019-02-09 20:30:16.143,"",VY,21,2019-02-09 20:30:16.143,5676759,2019-03-19 14:01:54.950
106038221,0,1,E91KKF,"",EUR,9999-12-31 00:00:00.000,2019-06-30 08:25:00.000,3,0,"",4,AppAndroid,VY,EXT,MOBT,AppAndroid,VY,EXT,MOBT,"","",#M#APMO#AND#VY,"",0,ES,7,2019-02-09 20:32:47.247,"",VY,2299765,2019-02-09 20:32:47.247,2299765,2019-02-09 20:32:48.983
106038550,0,2,LEGVMT,"",EUR,9999-12-31 00:00:00.000,2019-06-24 12:40:00.000,3,2,"",4,I3-FarePortal338,"33895934",EXT,OTAT,I3-FarePortal338,"33895934",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,NL,7,2019-02-09 20:42:45.967,"",VY,2210467,2019-02-09 20:42:45.967,6031781,2019-06-23 12:07:34.913
106038565,0,2,QFYDWT,"",EUR,9999-12-31 00:00:00.000,2019-05-20 08:45:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,FR,7,2019-02-09 20:43:16.093,"",VY,2299759,2019-02-09 20:43:16.093,4954362,2019-05-19 06:41:05.930
106038616,0,4,LDSNKG,"",EUR,2019-02-10 20:44:52.000,2019-03-03 20:05:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,ES,6,2019-02-09 20:44:52.513,"",VY,21,2019-02-09 20:44:52.513,12,2019-02-10 20:45:15.960
106038665,0,2,VY2P6S,"",EUR,9999-12-31 00:00:00.000,2019-06-10 12:40:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,DE,7,2019-02-09 20:46:39.440,"",VY,2299759,2019-02-09 20:46:39.440,2299759,2019-02-09 20:46:41.707
106038681,0,2,OCPIKZ,"",EUR,9999-12-31 00:00:00.000,2019-06-10 12:40:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,DE,7,2019-02-09 20:47:00.783,"",VY,2299759,2019-02-09 20:47:00.783,2299759,2019-02-09 20:47:02.893
106038731,0,3,QD66YZ,"",EUR,9999-12-31 00:00:00.000,2019-09-01 04:50:00.000,3,1,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,FR,7,2019-02-09 20:48:58.330,"",VY,2299759,2019-02-09 20:48:58.330,4580214,2020-08-19 10:49:19.517
106038775,0,2,PIM9XX,"",EUR,9999-12-31 00:00:00.000,2019-10-02 07:45:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-09 20:50:29.767,"",VY,21,2019-02-09 20:50:29.767,5949789,2019-10-01 09:50:54.320
106039218,0,4,CYN3VP,"",EUR,2019-02-10 21:05:59.000,2019-07-07 12:25:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,IT,6,2019-02-09 21:05:59.083,"",VY,21,2019-02-09 21:05:59.083,12,2019-02-10 21:10:28.043
106039257,0,2,WHEJJN,"",EUR,9999-12-31 00:00:00.000,2019-03-05 14:55:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,NL,6,2019-02-09 21:07:03.397,"",VY,21,2019-02-09 21:07:03.397,4690639,2019-03-04 13:42:29.803
106039265,0,4,VE556G,"",EUR,2019-02-10 21:07:18.000,2019-02-27 18:40:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,ES,6,2019-02-09 21:07:18.147,"",VY,21,2019-02-09 21:07:18.147,12,2019-02-10 21:10:28.717
106039427,0,2,DH7RTK,"",EUR,9999-12-31 00:00:00.000,2019-02-11 09:05:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,BE,7,2019-02-09 21:12:58.377,"",VY,2299761,2019-02-09 21:12:58.377,2299761,2019-02-09 21:13:01.360
106039817,0,2,JCYMKZ,"",EUR,9999-12-31 00:00:00.000,2019-02-21 15:10:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,HU,7,2019-02-09 21:26:44.610,"",VY,2299761,2019-02-09 21:26:44.610,2299761,2019-02-09 21:26:47.110
106040118,0,2,M6B6XB,"",EUR,9999-12-31 00:00:00.000,2019-03-23 16:15:00.000,3,2,"",4,I3-edreams642139,"64213936",EXT,OTAT,I3-edreams642139,"64213936",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,FR,7,2019-02-09 21:38:37.523,"",VY,2253803,2019-02-09 21:38:37.523,5142042,2019-03-22 15:03:11.897
106040144,0,2,P7GWHL,"",EUR,9999-12-31 00:00:00.000,2019-02-12 15:20:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,IE,7,2019-02-09 21:39:40.777,"",VY,2299761,2019-02-09 21:39:40.777,2299761,2019-02-09 21:39:42.840
106040297,0,2,BDF6SG,"",EUR,9999-12-31 00:00:00.000,2019-06-09 07:45:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-09 21:45:47.957,"",VY,21,2019-02-09 21:45:47.957,4633991,2019-06-08 06:41:12.757
106040588,0,2,REBK6T,"",EUR,9999-12-31 00:00:00.000,2019-02-21 21:00:00.000,3,2,"",2,javier.riesgo@te,VY,WWW,WWW,javier.riesgo@te,VY,WWW,WWW,"","",#W#WWWM#WWW#VY,"",0,ES,6,2019-02-09 21:57:56.030,"",VY,2241795,2019-02-09 21:57:56.030,2299761,2019-02-20 07:28:14.647
106040898,0,2,F8W1SV,"",EUR,9999-12-31 00:00:00.000,2019-09-23 08:20:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,ES,7,2019-02-09 22:10:36.550,"",VY,2299759,2019-02-09 22:10:36.550,6107440,2019-09-21 22:19:01.397
106040989,0,4,TIR24U,"",EUR,2019-02-10 22:13:53.000,2019-04-23 17:00:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,NL,6,2019-02-09 22:13:53.030,"",VY,21,2019-02-09 22:13:53.030,12,2019-02-10 22:16:10.673
106041199,0,2,S5VDMR,"",USD,9999-12-31 00:00:00.000,2019-04-23 08:55:00.000,3,2,"",4,I3-travelfusion7,"78205374",EXT,OTAT,I3-travelfusion7,"78205374",EXT,OTAT,"","",#I#AXBA#OTAT#VY,"",0,GR,7,2019-02-09 22:22:51.850,"",VY,2349473,2019-02-09 22:22:51.850,5693136,2019-04-22 07:29:45.657
106041422,0,2,J8V5RV,"",EUR,9999-12-31 00:00:00.000,2019-07-21 19:50:00.000,3,2,"",4,I3-edreams642139,"64213936",EXT,OTAT,I3-edreams642139,"64213936",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,ES,7,2019-02-09 22:32:19.110,"",VY,2253803,2019-02-09 22:32:19.110,5436471,2019-07-20 08:02:51.163
106042748,0,2,QG4RTQ,"",EUR,9999-12-31 00:00:00.000,2019-02-11 14:25:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,NL,7,2019-02-09 23:48:44.757,"",VY,2299759,2019-02-09 23:48:44.757,2299759,2019-02-09 23:48:48.490
106042790,0,2,F8DTUI,"",EUR,9999-12-31 00:00:00.000,2019-02-11 14:25:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,NL,7,2019-02-09 23:51:36.090,"",VY,2299759,2019-02-09 23:51:36.090,2299759,2019-02-09 23:51:39.200
106042829,0,2,UC4P9M,"",EUR,9999-12-31 00:00:00.000,2019-02-11 14:25:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,NL,7,2019-02-09 23:53:57.077,"",VY,2299759,2019-02-09 23:53:57.077,2299759,2019-02-09 23:53:59.653
106042856,0,2,MHUMHX,"",EUR,9999-12-31 00:00:00.000,2019-08-27 14:55:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,FR,7,2019-02-09 23:55:59.763,"",VY,2299761,2019-02-09 23:55:59.763,2299761,2019-02-09 23:56:02.280
106042891,0,2,XJ66HH,"",EUR,9999-12-31 00:00:00.000,2019-03-12 11:20:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,IT,6,2019-02-09 23:58:53.340,"",VY,21,2019-02-09 23:58:53.340,4673237,2019-03-11 10:22:04.443
106043554,0,2,JICF9U,"",EUR,9999-12-31 00:00:00.000,2019-07-10 13:45:00.000,3,2,"",4,I3-travelfusion0,"02359851",EXT,OTAT,I3-travelfusion0,"02359851",EXT,OTAT,"","",#I#AXBA#OTAT#VY,"",0,GR,7,2019-02-10 00:58:56.223,"",VY,5236822,2019-02-10 00:58:56.223,5940820,2019-07-09 11:06:20.160
106043826,0,2,CDS5FT,"",EUR,9999-12-31 00:00:00.000,2019-02-11 19:55:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,FR,7,2019-02-10 01:33:57.807,"",VY,2299759,2019-02-10 01:33:57.807,4651774,2019-02-10 17:53:07.210
106043982,0,2,OK62GR,"",EUR,9999-12-31 00:00:00.000,2019-04-25 19:45:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-10 01:57:29.977,"",VY,21,2019-02-10 01:57:29.977,3561326,2019-04-15 15:17:31.677
106043997,0,2,CFDFKA,"",EUR,9999-12-31 00:00:00.000,2019-06-04 08:55:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-10 01:59:56.650,"",VY,21,2019-02-10 01:59:56.650,3666354,2019-06-03 07:09:53.900
106044061,0,2,TJTHGE,"",EUR,9999-12-31 00:00:00.000,2019-03-31 14:55:00.000,3,2,"",4,I3-Skypicker7232,"72324781",EXT,OTAT,I3-Skypicker7232,"72324781",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,FR,7,2019-02-10 02:09:48.717,"",VY,3113941,2019-02-10 02:09:48.717,5480863,2019-03-30 15:16:19.677
106044063,0,2,MJHGGE,"",EUR,9999-12-31 00:00:00.000,2019-04-22 19:45:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-10 02:10:00.607,"",VY,21,2019-02-10 02:10:00.607,3561326,2019-04-15 15:18:21.943
106044221,0,2,O5TGWR,"",EUR,9999-12-31 00:00:00.000,2019-02-25 04:55:00.000,3,2,"",2,LevelMember,VY,WWW,LWEB,Level,VY,WWW,LWEB,"","",INET,"",0,US,6,2019-02-10 02:36:34.423,"",VY,5432628,2019-02-10 02:36:34.423,5826224,2019-02-24 02:09:23.277
106044365,0,2,CHIDNX,"",EUR,9999-12-31 00:00:00.000,2019-07-03 14:25:00.000,3,0,"1S",3,GDSMaster,SYSTEM,SYS,GDS,EK3I,"02331350",IATAA,MEL,"","",IATA1S,"",0,AU,9,2019-02-10 03:03:05.880,S,VY,19,2019-02-10 03:03:05.880,5487983,2019-06-13 11:40:00.130
106044387,0,2,JCS5MJ,"",EUR,9999-12-31 00:00:00.000,2019-02-11 06:00:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,ES,7,2019-02-10 03:07:18.943,"",VY,2299759,2019-02-10 03:07:18.943,2299759,2019-02-10 03:07:27.727
106044611,0,2,J8J93F,"",EUR,9999-12-31 00:00:00.000,2019-02-11 21:45:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 03:57:47.567,"",VY,2299761,2019-02-10 03:57:47.567,2299761,2019-02-10 03:57:49.770
106044745,0,2,RFH8ND,"",EUR,9999-12-31 00:00:00.000,2019-02-11 12:05:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 04:24:51.907,"",VY,2299761,2019-02-10 04:24:51.907,2299761,2019-02-10 04:24:54.000
106044746,0,2,WH1SUA,"",EUR,9999-12-31 00:00:00.000,2019-02-11 12:05:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 04:25:30.300,"",VY,2299761,2019-02-10 04:25:30.300,2299761,2019-02-10 04:25:32.657
106044792,0,3,RFBZ9Q,"",EUR,9999-12-31 00:00:00.000,2019-07-06 07:15:00.000,3,2,"",4,AppAndroid,VY,EXT,MOBT,AppAndroid,VY,EXT,MOBT,"","",#M#APMO#AND#VY,"",0,DE,7,2019-02-10 04:38:47.923,"",VY,2299765,2019-02-10 04:38:47.923,5676759,2020-05-12 06:53:51.737
106044856,0,2,LCMSTZ,"",EUR,9999-12-31 00:00:00.000,2019-06-11 12:35:00.000,3,2,"",4,I3-FarePortal338,"33895934",EXT,OTAT,I3-FarePortal338,"33895934",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,ES,7,2019-02-10 04:56:41.800,"",VY,2210467,2019-02-10 04:56:41.800,4523283,2019-06-10 11:29:48.920
106045077,0,2,WGFD6N,"",EUR,9999-12-31 00:00:00.000,2019-04-28 20:00:00.000,3,2,"",4,AppAndroid,VY,EXT,MOBT,AppAndroid,VY,EXT,MOBT,"","",#M#APMO#AND#VY,"",0,ES,7,2019-02-10 05:51:05.760,"",VY,2299765,2019-02-10 05:51:05.760,5665849,2019-04-27 17:50:49.320
106045246,0,2,VG1PWD,"",EUR,9999-12-31 00:00:00.000,2019-02-11 18:20:00.000,3,0,"",4,I3-bravofly86778,"867780566",EXT,OTAT,I3-bravofly86778,"867780566",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,IT,7,2019-02-10 06:25:56.023,"",VY,2139318,2019-02-10 06:25:56.023,2299765,2019-02-10 12:30:44.590
106046012,0,2,J7HQSL,"",EUR,9999-12-31 00:00:00.000,2019-10-20 09:20:00.000,3,2,IB,3,GDSMaster,SYSTEM,SYS,GDS,GDSMaster,SYSTEM,SYS,GDS,"","",IATAIB,"",0,ES,9,2019-02-10 08:05:07.983,C,VY,19,2019-02-10 08:05:07.983,19,2019-10-18 06:50:19.930
106046254,0,2,VIESFX,"",EUR,9999-12-31 00:00:00.000,2019-02-21 15:10:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,HU,7,2019-02-10 08:26:30.310,"",VY,2299761,2019-02-10 08:26:30.310,2299761,2019-02-10 08:26:33.157
106047056,0,2,A8H55S,"",EUR,9999-12-31 00:00:00.000,2019-02-18 15:50:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,ES,7,2019-02-10 09:11:09.160,"",VY,2299759,2019-02-10 09:11:09.160,3899895,2019-02-17 13:28:13.487
106047508,0,2,G8TVGF,"",EUR,9999-12-31 00:00:00.000,2019-03-10 18:10:00.000,3,2,"",2,LevelMember,VY,WWW,LWEB,Level,VY,WWW,LWEB,"","",INET,"",0,FR,6,2019-02-10 09:28:36.960,"",VY,5432628,2019-02-10 09:28:36.960,4849396,2019-03-09 15:58:07.963
106047699,0,2,UGK4KA,"",EUR,9999-12-31 00:00:00.000,2019-07-13 12:10:00.000,3,2,"",4,I3-travelfusion7,"78205374",EXT,OTAT,I3-travelfusion7,"78205374",EXT,OTAT,"","",#I#AXBA#OTAT#VY,"",0,GB,7,2019-02-10 09:35:00.103,"",VY,2349473,2019-02-10 09:35:00.103,5961308,2019-07-12 10:11:21.793
106048354,103186550,2,FDJFKG,"",EUR,9999-12-31 00:00:00.000,2019-03-20 18:40:00.000,3,1,"",4,GR-78268120,"78268120",EXT,AGD,GR-78268120,"78268120",EXT,AGD,"","",#G#APIG#AGD#VY,"",0,ES,0,2018-12-03 08:58:07.297,"",VY,3282811,2019-02-10 09:56:30.910,3282811,2019-02-10 09:56:31.457
106048726,0,2,UFBTTT,"",EUR,9999-12-31 00:00:00.000,2019-06-14 08:00:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,ES,7,2019-02-10 10:08:35.850,"",VY,2299759,2019-02-10 10:08:35.850,2299759,2019-02-10 10:08:39.150
106048813,0,2,QY7EYF,"",EUR,9999-12-31 00:00:00.000,2019-06-17 07:45:00.000,3,1,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,FR,6,2019-02-10 10:11:30.993,"",VY,21,2019-02-10 10:11:30.993,5530218,2019-06-17 13:56:53.017
106048863,0,2,MCY9RM,"",EUR,9999-12-31 00:00:00.000,2019-02-12 05:55:00.000,3,2,"",2,B61582581,B61582581,EXT,AGD,B61582581,B61582581,EXT,AGD,"","",#A#WCAD#AGD#VY,"",0,ES,6,2019-02-10 10:13:03.740,"",VY,47812,2019-02-10 10:13:03.740,2623414,2019-02-11 04:33:36.350
106049087,0,2,H7KCYL,"",EUR,9999-12-31 00:00:00.000,2019-09-01 17:50:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,AT,6,2019-02-10 10:19:52.633,"",VY,21,2019-02-10 10:19:52.633,5461431,2019-06-20 08:37:53.667
106049124,0,4,OJ32VH,"",EUR,2019-02-11 10:20:47.000,2019-05-30 08:00:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,FR,6,2019-02-10 10:20:47.620,"",VY,21,2019-02-10 10:20:47.620,12,2019-02-11 10:21:18.757
106049739,0,2,RYMHFC,"",EUR,9999-12-31 00:00:00.000,2019-04-12 11:50:00.000,3,2,IB,3,GDSMaster,SYSTEM,SYS,GDS,GDSMaster,SYSTEM,SYS,GDS,"","",IATAIB,"",0,ES,9,2019-02-10 10:37:18.613,C,VY,19,2019-02-10 10:37:18.613,19,2019-02-11 13:27:26.123
106049815,0,2,EE6CJT,"",EUR,9999-12-31 00:00:00.000,2019-04-29 05:30:00.000,3,2,"",2,nacho771984@hotm,VY,WWW,WWW,nacho771984@hotm,VY,WWW,WWW,"","",#W#WWWM#WWW#VY,"",0,ES,6,2019-02-10 10:39:44.190,"",VY,2520719,2019-02-10 10:39:44.190,19,2019-04-28 04:18:37.933
106051304,0,2,WFIJ5Q,"",EUR,9999-12-31 00:00:00.000,2019-04-12 08:30:00.000,3,2,IB,3,GDSMaster,SYSTEM,SYS,GDS,GDSMaster,SYSTEM,SYS,GDS,"","",IATAIB,"",0,ES,9,2019-02-10 11:20:55.180,C,VY,19,2019-02-10 11:20:55.180,5408452,2019-03-15 12:12:16.760
106052453,0,2,ABY6NM,"",EUR,9999-12-31 00:00:00.000,2019-04-13 20:10:00.000,3,2,"",4,I3-travelfusionT,TRVLFUSION,EXT,OTAT,I3-travelfusionT,TRVLFUSION,EXT,OTAT,"","",#I#AXBA#OTAT#VY,"",0,FR,7,2019-02-10 11:49:57.977,"",VY,2138109,2019-02-10 11:49:57.977,3578758,2019-04-12 17:50:00.980
106052985,0,2,IE132D,"",EUR,9999-12-31 00:00:00.000,2019-03-10 14:40:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,GB,7,2019-02-10 12:04:46.820,"",VY,2299759,2019-02-10 12:04:46.820,2299759,2019-02-10 12:04:48.867
106053200,0,2,C7BMMY,"",EUR,9999-12-31 00:00:00.000,2019-02-16 20:55:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,PT,7,2019-02-10 12:10:53.370,"",VY,2299761,2019-02-10 12:10:53.370,2299761,2019-02-10 12:10:56.963
106053997,0,2,B9LVGC,"",EUR,9999-12-31 00:00:00.000,2019-02-26 16:35:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 12:31:07.170,"",VY,2299761,2019-02-10 12:31:07.170,2299761,2019-02-10 12:31:10.997
106054207,0,2,RDFYQJ,"",EUR,9999-12-31 00:00:00.000,2019-03-21 09:50:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 12:36:22.747,"",VY,2299761,2019-02-10 12:36:22.747,2299761,2019-02-10 12:36:26.233
106054376,0,2,HBJLFM,"",EUR,9999-12-31 00:00:00.000,2019-03-05 10:00:00.000,3,2,"",4,AppIOS,VY,EXT,MOBT,AppIOS,VY,EXT,MOBT,"","",#M#APMO#IOS#VY,"",0,ES,7,2019-02-10 12:40:24.363,"",VY,2299761,2019-02-10 12:40:24.363,4136633,2019-03-04 08:42:45.960
106054387,0,4,X9IPUI,"",EUR,2019-02-11 12:40:49.000,2019-04-15 17:00:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,FR,6,2019-02-10 12:40:49.253,"",VY,21,2019-02-10 12:40:49.253,12,2019-02-11 12:42:54.157
106054707,0,3,RY3HSF,"",EUR,9999-12-31 00:00:00.000,2019-04-03 12:40:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,NL,6,2019-02-10 12:48:41.380,"",VY,21,2019-02-10 12:48:41.380,4772107,2019-04-25 06:48:35.573
106054848,0,2,ODHQHW,"",GBP,9999-12-31 00:00:00.000,2019-08-05 14:20:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,GB,7,2019-02-10 12:51:37.477,"",VY,2299759,2019-02-10 12:51:37.477,2299759,2019-02-10 12:51:41.400
106054856,0,4,DDTPMT,"",EUR,2019-02-11 12:51:47.000,2019-02-27 17:30:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWH#WWW#VY,"",0,ES,6,2019-02-10 12:51:47.430,"",VY,21,2019-02-10 12:51:47.430,12,2019-02-11 12:53:01.423
106054868,0,2,ECV16G,"",EUR,9999-12-31 00:00:00.000,2019-09-10 08:30:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,NL,6,2019-02-10 12:52:06.197,"",VY,21,2019-02-10 12:52:06.197,4230665,2019-09-09 06:48:16.030
106054936,0,2,ZCHD9M,"",GBP,9999-12-31 00:00:00.000,2019-08-05 14:20:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,GB,7,2019-02-10 12:53:51.243,"",VY,2299759,2019-02-10 12:53:51.243,2299759,2019-02-10 12:53:55.090
106054961,0,2,A9ZKSF,"",GBP,9999-12-31 00:00:00.000,2019-08-05 14:20:00.000,3,2,"",4,PortalWeb,VY,EXT,MOBT,PortalWeb,VY,EXT,MOBT,"","",#M#APMO#WEB#VY,"",0,GB,7,2019-02-10 12:54:44.463,"",VY,2299759,2019-02-10 12:54:44.463,2299759,2019-02-10 12:54:48.980
106055205,0,2,QIJB2U,"",USD,9999-12-31 00:00:00.000,2019-02-24 23:45:00.000,3,2,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,IT,6,2019-02-10 13:00:54.873,"",VY,21,2019-02-10 13:00:54.873,5777183,2019-02-23 23:41:38.053
106055389,0,2,OBE8WP,"",EUR,9999-12-31 00:00:00.000,2019-05-15 11:30:00.000,3,2,"",4,I3-praviationPRA,PRAVIATION,EXT,OTAT,I3-praviationPRA,PRAVIATION,EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,DK,7,2019-02-10 13:06:21.050,"",VY,2139254,2019-02-10 13:06:21.050,5530213,2019-05-10 13:47:37.330
106055429,0,3,Q7QC8Y,"",EUR,9999-12-31 00:00:00.000,2019-07-13 20:40:00.000,3,1,"",2,WebAnonymous,SYSTEM,WW2,WWW,WebAnonymous,SYSTEM,WW2,WWW,"","",#W#WWWA#WWW#VY,"",0,ES,6,2019-02-10 13:07:16.120,"",VY,21,2019-02-10 13:07:16.120,4578368,2019-09-30 11:38:17.933
106055777,0,2,TH1VVA,"",EUR,9999-12-31 00:00:00.000,2019-08-04 18:05:00.000,3,1,"",4,I3-bravofly86778,"867780566",EXT,OTAT,I3-bravofly86778,"867780566",EXT,OTAT,"","",#I#AXBO#OTAT#VY,"",0,ES,7,2019-02-10 13:16:18.687,"",VY,2139318,2019-02-10 13:16:18.687,4544546,2019-07-11 20:36:41.127
